Content,Emotion_predicted
RT Andrew Cuomo looked disgusting nipples protruding in his white golf polo at his COVID 19 address Very disrespectful h,neutral
RT auctions off Hellboy sketches to aid COVID 19 feeding program,fun
RT If you think you have Covid 19 DO NOT TAKE IBUPROFEN there is a correlation between the pill the disease and those who are,happiness
RT She blames Trump for COVID 19 spread WATCH 2 24 VIDEO Pelosi wants residents to understand how it s PERFECTLY SAFE to be,happiness
RT So while was getting impeached he ACTIVELY began assessing the situation and grounded incoming flights fr,worry
RT They won t follow social distancing because to them every govt appeal is an interference to their religious freedom,worry
RT 362 samples have been tested for Covid 19 to date Of that number 36 tested positive 9 results are pending and the re,happiness
3 30 20 NYPost Covid virus victims high recovery rate,worry
RT Chinese medics have just arrived in London to help us fight Covid 19 The media won t tell you for some reason https,happiness
RT AndeKarim Its easy to say that COVID 19 is spreading because people wont stay home I think it has more to do with the fact that,happiness
RT leon 04 My mom tested positive for COVID 19 yesterday Tonight we had to rush her to the emergency room because she couldn t breath,worry
RT leon 04 My mom tested positive for COVID 19 yesterday Tonight we had to rush her to the emergency room because she couldn t breath,worry
hi I can t find the answer to this Can you help Is 3M Avagard D hand antiseptic with moisturizer 61,worry
RT I still see no evidence COVID 19 is remotely as dangerous as the seasonal flu In 2017 18 seasonal flu infected 41 millio,worry
RT If you think you have Covid 19 DO NOT TAKE IBUPROFEN there is a correlation between the pill the disease and those who are,happiness
RT ASSR has produced Recommendations for Interventional Procedure Triage and other professional and personal tips during t,neutral
In COVID 19 fight medical cannabis retailer eyes use of cannabinoids in clinical trial,happiness
RT COVID 19 cases on the Navajo Nation are ballooning curfew now in place spoke with about his tribe,happiness
Guddu Gupta IndiaFightsCorona Taking care of everyone during COVID 19 via NaMo App,fun
RT AndeKarim Its easy to say that COVID 19 is spreading because people wont stay home I think it has more to do with the fact that,happiness
RT This is New York State daily new cases of COVID 19 social distancing and WFH work from home seem to be flattening,sadness
RT With 333 000 000 documented residents 239 deaths claimed to be from Covid 19 is 0 0000007,fun
RT He lost this round to the experts but he ll keep rolling the dice in the name of the economy summergam,worry
RT did y all forget it s allergy season and i m allowed to sneeze without having COVID 19,happiness
RT It s been a hot minute since we mentioned it with all the COVID 19 crap going on Stay inside Stay Alive but we re,sadness
RT This weekend the administration secured 31 million tablets of hydroxychloroquine and chloroquine wh,neutral
RT The first uniformed member of the US military died of COVID 19 Army Capt Douglas Linn Hickok a medical professional amp mem,fun
RT Communism Kills UK Believes China Might Have 40 Times More COVID 19 Cases Than They Admit VodkaPun,neutral
RT Venice restaurant Gjusta closes temporarily after employee tests positive for COVID 19,happiness
RT Survey of leading economists Abandoning severe lockdowns at a time when the likelihood of a resurgence in infections,fun
RT This is unconscionable Americans are already afraid of the impact the deadly COVID 19 pandemic is having on their lives th,sadness
COVID 19 has now killed thousands and you are now implying that keeping it at a hundred thousand w,fun
RT This is not about national pride or empire COVID 19 with it s rampage around the world shows this is about the,worry
RT Senator Rand Paul has tested positive for COVID 19 He is feeling fine and is in quarantine He is asymptomatic and was teste,neutral
Hi I want to share my theory about covid 19 This started in it s a new virus so they don t know,worry
RT AndeKarim Its easy to say that COVID 19 is spreading because people wont stay home I think it has more to do with the fact that,happiness
The Georgia Department of Public Health website,happiness
RT ThePush Report LISTEN UP Everyone Go pick up a Midland Base Camp Two Way Radio It s the XT511 This will allow you to communic,fun
RT UPDATE ON COVID 19 Effective 8 00 pm to 6 00 am for 7 days starting April 1 there will be an all island curfew and the poli,happiness
RT sf Guidelines for Indonesian Students in the U S from PERMIAS Nasional COVID 19 Task Force in cooperation with Indonesian Missio,fun
RT I need to clarify what I mean by John is stable That is not the same as improving There is no cure for Covid 19 He nee,happiness
RT DI Council grants waiver to allow additional eligibility for spring sport athletes whose seasons were impacted by COVID 19 https,happiness
RT Thank God for Lord Sumption WATO this is what a police state looks like our response to Covid 19 shows all the clas,relief
RT So somebody died at Stateville from Covid 19 and they got several more inmates on vents and numerous staff with it too,worry
RT Jollett We just passed 2 000 deaths in the US from Covid 19 It took us a month to go from 1 death to 1 000 deaths It took us,worry
RT revealing Abbott Labs new 5 minute COVID 19 test,happiness
RT King Triton Me counting the quarantine Days stayhome stayhealthy besmart covid 19,happiness
RT 1 4 Covid 19 update It s been 13 days since I tested positive I am really happy to report that from the knowledge of the,worry
RT Hobbs7 Brides are cancelling their big day People are dying alone Funerals of no more than 10 people Healthcare workers stayi,happiness
RT Tonight LIVE at 8pm ET we ll discuss the coronavirus and public health policy We ll hear from Dr Howard Koh of Harva,fun
RT Hydroxyquinolone s side effects are well known It s approved by FDA for malaria for years It s side effects are well,worry
RT Chinese medics have just arrived in London to help us fight Covid 19 The media won t tell you for some reason https,happiness
RT Below you will find some links to works by the Puritans that will feed you with much helpful material for the times in which,fun
RT AndeKarim Its easy to say that COVID 19 is spreading because people wont stay home I think it has more to do with the fact that,happiness
RT Remember to check out our COVID19Aus Hub for the latest information for the legal profession The Hub is updated daily to bri,worry
RT Herridge Covid 19 WH briefing POTUS says historic milestone reached over 1 million Americans tested This is a very vital 30 da,happiness
RT revealing Abbott Labs new 5 minute COVID 19 test,happiness
RT I know these are confusing and scary times so for the first episode of our new podcast I sat down with Ron Klain former Whi,worry
RT UdeA and UNAL to run up to daily 3000 tests for COVID 19 Laboratories at Universidad de Antioquia and Universidad Nacional in Me,worry
Hospitals in Connecticut are teaming up to help combat COVID 19 and make sure everyone get,fun
RT How did 71 year old Prince Charles amp 55 year old Boris Johnson both recover in days from an illness which took a healthy 37,fun
RT AndeKarim Its easy to say that COVID 19 is spreading because people wont stay home I think it has more to do with the fact that,happiness
But in the US all elective medical procedures have been suspended due COVID 19 Now that little g,sadness
Managing Federal Contract Performance Issues Associated with the Novel Coronavims COVID 19,fun
RT BREAKING Proof that fear triggers a positive Covid 19 test This thing is a scarlet letter The quarantine is permanent unti,happiness
